customer_id,transaction_id,ship_to_address,ship_to_address_1,ship_to_city,ship_to_country,ship_to_customer_number,ship_to_email,ship_to_name,ship_to_phone,ship_to_state,ship_to_zip,first_time_customer,order_dollar_amount,num_items,age,web_order,total_transactions_to_date,hour_of_day
68691,58692,?,50122 South Tuvalu Ct.,Charlotte,USA,49135,Thaddeus@Curabitur.org,Gavin *Smith,423-885-6226,TX,12626,Y,768.2,7,74.7,Y,29,17
68692,58693,?,95482 West China Ct.,Cape May,USA,160457,Ethan@in.com,Suki *Gallagher,522-186-7858,MO,56856,N,296.8,8,26,Y,75,21
68693,58694,?,8747 East Everett Blvd.,Duluth,USA,431781,Deacon@aptent.gov,Kenyon *Nichols,635-292-6129,NC,2703,N,194.7,17,51.8,N,20,21
68694,58695,?,40079 South Ethiopia St.,Fontana,USA,733795,Amity@odio.com,Tanek *Callahan,633-305-5047,TX,13422,Y,951.6,4,25,Y,51,7
68695,58696,?,33702 South Mauritania Ave.,Mentor,USA,212540,Jelani@vehicula.com,Amber *Santiago,731-282-7895,CT,36768,N,242.1,12,82.5,Y,97,23
68696,58697,?,97972 North Clemson Ave.,Cumberland,USA,883361,Chloe@montes.com,Moana *Langley,984-503-9868,CT,83214,N,979.6,16,49.8,Y,96,9
68697,58698,?,92826 West Boulder Way,Waltham,USA,746738,Melvin@augue.org,Alfonso *Larson,725-242-5091,GA,3896,Y,494.3,6,43.6,Y,26,6
68698,58699,?,47106 West Laramie Blvd.,Kearns,USA,939990,Austin@dignissim.net,Isabella *Atkins,950-666-9015,MO,1008,Y,448.2,7,96,Y,53,11
68699,58700,?,32553 North Burundi Way,Sherrill,USA,49157,Imogene@orci.net,Chloe *Diaz,505-242-5884,TN,28834,N,352.1,1,67.3,Y,17,21
68700,58701,?,59899 West Maldives St.,Iowa City,USA,562460,Christian@Praesent.gov,Rooney *Spears,085-063-1393,NM,79694,Y,796.2,3,40.2,Y,50,8
68701,58702,?,45539 North France Ct.,Bay City,USA,49163,Rebekah@In.org,Lance *Callahan,666-263-5563,PA,37920,Y,757.5,16,12.4,N,9,11
68702,58703,?,36701 South Pendleton Way,Port Jervis,USA,560905,Magee@dignissim.gov,Alexander *Langley,739-724-6523,MD,59358,Y,599.4,10,31.3,Y,66,23
68703,58704,?,"89007 North Taiwan, Province of China St.",Hawthorne,USA,965077,Hanna@ornare.edu,Dai *Mcgowan,075-789-2799,SD,56999,N,623.9,3,37,N,80,2
68704,58705,?,13502 East Hong Kong Way,Hartford,USA,555495,Ivan@Aliquam.edu,Quinn *Mccarthy,167-586-2471,SC,34227,Y,292.3,18,107.4,Y,53,0
68705,58706,?,26668  Antigua and Barbuda Blvd.,Las Vegas,USA,924979,Kiara@vestibulum.us,Ursula *Simon,309-718-9148,NV,89102,N,475.2,18,22.5,N,42,1
68706,58707,?,38973  Hackensack Ct.,Vincennes,USA,675582,Blake@Duis.edu,Bradley *Hester,445-173-2996,MI,19884,N,347.5,11,90.1,N,68,17
68707,58708,?,75142 North Jersey City Blvd.,Rock Island,USA,175721,Ulric@tincidunt.org,Uma *Doyle,313-617-0311,IA,57293,Y,790,15,100.9,Y,68,16
68708,58709,?,77742 North Lowell Ave.,Marshfield,USA,439281,Duncan@tincidunt.us,Gail *Cummings,254-689-1261,AK,40464,Y,411.4,20,105.9,N,59,16
68709,58710,?,15296 East Mankato Ave.,San Francisco,USA,932694,Ira@arcu.com,Judah *Black,913-064-4759,ID,64102,N,554.4,17,32.8,N,11,13
68710,58711,?,69387 North Agat Way,Anaconda,USA,254483,Dane@arcu.com,Bree *Rice,087-518-1830,WI,6096,Y,898.1,3,84.7,N,66,2
68711,58712,?,6884  Marshall Islands Ave.,Logan,USA,800837,Quinn@congue.com,Jason *Carpenter,118-634-0820,FL,6124,Y,521.1,9,88.1,N,40,9
68712,58713,?,54571 South Johnstown St.,Rye,USA,447786,Zia@facilisis.org,Price *Thompson,784-322-1053,WA,32260,Y,538.6,5,84.2,Y,76,18
68713,58714,?,85240 North Mechanicville Ln.,Yonkers,USA,979200,Dominic@parturient.com,David *Norris,408-912-3929,WY,30560,Y,675.3,10,78.3,N,74,20
68714,58715,?,31099 East Kingston Way,Minot,USA,781015,Lucas@enim.edu,Chloe *Puckett,081-155-9787,NH,27659,Y,389,10,93.1,N,84,15
68715,58716,?,9847  Jamaica Ln.,Duarte,USA,209492,Emmanuel@conubia.us,Cleo *Logan,263-363-9957,MS,16088,Y,408.1,4,90.9,N,43,9
68716,58717,?,42322 West Antigua and Barbuda Way,Gadsden,USA,151653,Kieran@blandit.edu,Barclay *Huffman,408-015-5290,WI,14822,N,794.3,10,59.2,N,16,5
68717,58718,?,7729  Papua New Guinea Blvd.,Redding,USA,130456,Naida@mus.net,Damian *Moody,600-270-2390,TN,1504,N,897,11,75.7,N,33,20
68718,58719,?,20529 North Paraguay St.,Macon,USA,914079,Isabelle@Pellentesque.edu,Kyle *Hood,968-095-3793,IL,45497,N,809.5,4,96.3,N,62,4
68719,58720,?,54704 West Newton Ct.,Oshkosh,USA,559034,Hayfa@commodo.edu,Lysandra *Scott,103-071-8940,WV,91948,Y,192.8,1,33.2,Y,59,22
68720,58721,?,41082  Citrus Heights Way,Las Vegas,USA,796177,Xandra@suscipit.net,Tyrone *Brooks,576-646-0003,NV,89106,Y,578.4,4,16.3,Y,61,5
68721,58722,?,41092 South Venezuela Blvd.,Seward,USA,148089,Reagan@imperdiet.org,Brock *Curry,037-660-1107,NV,40834,Y,514.5,19,54.5,Y,35,16
68722,58723,?,52083  Bahrain Ct.,Chelsea,USA,895648,Barrett@sodales.us,Cain *Jefferson,407-553-1091,IN,64688,N,168.7,14,40.1,N,98,0
68723,58724,?,66115  Blythe Way,Sunbury,USA,996585,Amity@cubilia.gov,Chase *Harvey,808-007-8590,KS,1184,N,250.1,4,64,Y,61,17
68724,58725,?,6199 North Pittsburgh Ct.,Boulder,USA,898868,Alea@ligula.org,Shelly *Vaughn,299-729-6610,WY,61307,N,364.3,9,33.8,Y,61,2
68725,58726,?,72598 East Abilene St.,Saint Albans,USA,961963,Minerva@eu.com,Keegan *Cross,723-510-1572,IN,87014,Y,165.2,12,12.9,N,2,14
68726,58727,?,46352 South Armenia Ln.,Boulder City,USA,466736,Willa@tortor.us,Kennedy *Rasmussen,299-339-0072,VT,81679,Y,915,10,22.7,Y,100,9
68727,58728,?,85852 East College Station Blvd.,Manhattan,USA,226297,Edward@arcu.org,Valentine *Cross,100-785-3984,NH,56622,Y,318.6,9,75.8,Y,3,18
68728,58729,?,95654 South Chino Hills Way,Shawnee,USA,257367,Zachary@id.gov,Montana *Snow,202-428-1264,TX,14135,N,742.6,3,32.6,Y,51,8
68729,58730,?,82919  Wallis and Futuna St.,Arvada,USA,333355,Nola@dis.us,Joshua *Owen,083-594-5639,DE,12975,Y,184.7,2,98.7,Y,77,16
68730,58731,?,83966 North Mali Ct.,Turlock,USA,725605,Destiny@egestas.edu,Geoffrey *Marquez,058-843-2837,MS,18729,N,604.8,5,106.7,Y,67,13
68731,58732,?,64436  College Station Ct.,Bowie,USA,49242,Lucy@pulvinar.com,Lila *Best,836-131-9415,OH,90665,Y,482.9,9,48.5,N,37,15
68732,58733,?,51609 West Elmira Ave.,City of Industry,USA,555702,Eaton@per.net,John *Ray,088-111-5404,AK,38506,N,715.3,20,51.3,N,100,5
68733,58734,?,95842 West French Guiana Ln.,Cicero,USA,391976,Jeremy@auctor.net,Iliana *Vazquez,863-332-0129,NE,781,Y,214,4,15.5,N,5,12
68734,58735,?,22387 East Bangladesh Blvd.,New Orleans,USA,898496,Iris@lacinia.us,Teegan *Levine,069-013-2757,WY,50635,N,821.5,8,56.4,Y,1,9
68735,58736,?,41851 East Benin Ct.,Cincinnati,USA,180234,Karly@pharetra.com,Gavin *Mcmillan,065-828-1451,IL,39207,Y,404.3,15,17,N,52,14
68736,58737,?,77406  Hermitage Ct.,Myrtle Beach,USA,940036,Jordan@Class.org,Yoko *Moss,202-777-5061,SC,68135,Y,239.3,11,45.4,N,76,7
68737,58738,?,1911 East Afghanistan St.,Rancho Cucamonga,USA,615277,Kelly@mattis.gov,Iola *Baxter,589-488-7475,LA,11821,Y,55.6,2,53.4,N,30,0
68738,58739,?,22317  Central African Republic Ave.,Livonia,USA,688247,Doris@auctor.net,Rajah *Rivera,389-967-4710,IL,78609,N,344.5,13,99.9,N,40,0
68739,58740,?,61497 East Bulgaria Ave.,DeKalb,USA,186431,Ferris@turpis.com,TaShya *Yates,217-132-2497,GA,61884,N,802.9,16,65.6,N,31,8
68740,58741,?,44284 West Azerbaijan St.,Signal Hill,USA,710687,Wayne@massa.gov,Hayfa *Jimenez,283-710-3985,DC,81858,N,21.2,15,12.5,N,46,6
68741,58742,?,24036 West Hungary St.,Hornell,USA,662895,Zia@lacinia.edu,Amery *Oneil,479-914-3130,MD,25050,Y,779.7,1,45,N,27,19
68742,58743,?,53562  Jordan St.,Mandan,USA,806985,Gavin@libero.com,Murphy *Lucas,086-311-7169,MO,30300,Y,568,7,16.3,Y,9,4
68743,58744,?,72195  Wallis and Futuna Ct.,Buena Park,USA,668601,Walter@Cum.com,Clayton *Mccall,066-279-8148,MN,92422,N,188.7,5,45.5,N,49,18
68744,58745,?,51277 West Chino Ave.,North Charleston,USA,941771,Tate@placerat.gov,Maia *Mcpherson,681-384-6782,MO,37820,N,560.2,7,41.4,N,93,8
68745,58746,?,84039 West Barbados Way,El Monte,USA,472256,Aspen@elementum.org,Doris *Willis,260-188-2231,ND,69753,N,81.2,7,46.6,Y,47,15
68746,58747,?,86750  Newton Ave.,Pueblo,USA,881945,Breanna@posuere.us,Xanthus *Chambers,227-566-4928,WA,3368,Y,170,6,48.1,N,8,0
68747,58748,?,66943  Camden Way,Chester,USA,473414,Megan@in.com,Neil *Sloan,536-384-6141,CO,62225,Y,842.7,8,19.3,Y,80,2
68748,58749,?,77441 East Clearwater St.,Warren,USA,500504,Quinlan@sagittis.gov,Vivian *Snyder,838-765-2197,VT,9378,N,442.8,18,87.5,Y,62,10
68749,58750,?,62474  Israel St.,Sierra Madre,USA,164951,Vivian@penatibus.gov,Gavin *Whitaker,413-896-3251,GA,75544,Y,885.7,12,43.7,Y,97,1
68750,58751,?,13094 West Douglas Ct.,Vermillion,USA,331581,Penelope@ultrices.edu,Constance *Kennedy,133-662-3835,VT,35865,Y,31.4,13,38.3,Y,20,3
68751,58752,?,40349 South Suriname Blvd.,Topeka,USA,143287,Hector@mattis.com,Meghan *Russell,057-768-8038,WY,92539,N,49.3,3,28.5,N,39,6
68752,58753,?,35691 East Saint Kitts and Nevis Blvd.,Guánica,USA,748627,Isadora@eu.us,Alden *Carver,740-470-0552,AZ,83867,N,886.6,14,71.9,N,29,21
68753,58754,?,49715  Angola St.,Flint,USA,420078,Brody@imperdiet.org,Mary *Jennings,710-888-6005,ND,33465,Y,206.2,20,82.4,Y,39,8
68754,58755,?,74990 East Pitcairn Blvd.,Brookfield,USA,868796,Aurelia@Aenean.edu,Jamal *Harrison,157-835-0438,DE,84563,N,404.9,4,92.6,Y,40,22
68755,58756,?,47721 East Cook Islands Ct.,Nichols Hills,USA,49304,Edan@dolor.net,Elvis *Ware,151-547-1484,IA,12167,Y,576.7,18,87.6,Y,44,7
68756,58757,?,94697 West Fountain Valley Ave.,Nashua,USA,418079,Urielle@lorem.net,Austin *Battle,456-584-8028,OK,43878,Y,533.8,10,106.5,N,98,9
68757,58758,?,89617 West Austin Blvd.,Kennesaw,USA,991781,Reed@lorem.org,Celeste *Clemons,400-614-7521,AL,72093,N,249.3,2,25.1,Y,21,22
68758,58759,?,78741 North Djibouti Ln.,Stafford,USA,266042,Rhea@pulvinar.gov,Joy *Mosley,090-078-9249,RI,78055,Y,333.5,19,66.3,N,34,22
68759,58760,?,21861 West Auburn Ave.,Ames,USA,227283,Micah@iaculis.com,Grady *Schwartz,494-546-6336,AL,38354,N,409,1,102.3,Y,6,11
68760,58761,?,77815 South Panama Blvd.,South Pasadena,USA,576467,Madonna@odio.net,Kirk *Browning,349-426-2345,IL,59662,N,495.9,13,43.6,Y,18,4
68761,58762,?,79510 West Serbia and Montenegro Blvd.,Norwich,USA,474303,Ahmed@Donec.us,Ulric *Hunter,262-311-2206,VA,85029,N,772,13,31.7,Y,22,15
68762,58763,?,30489 North Corry Way,LaGrange,USA,553696,Charity@lobortis.gov,Elton *Browning,642-787-7557,DC,7876,Y,320.3,14,77.3,N,22,20
68763,58764,?,29218  French Southern Territories Blvd.,Glendale,USA,49317,Charissa@amet.com,Alea *Sparks,028-965-3525,MA,29092,N,727.6,8,12.8,N,42,2
68764,58765,?,24854 South Bouvet Island Ave.,Las Vegas,USA,859110,Unity@dignissim.net,Ralph *Mcbride,704-662-1809,NV,89102,Y,646.9,9,50.4,N,33,8
68765,58766,?,56142 North Phoenix Way,Simi Valley,USA,799838,Sylvester@pellentesque.edu,Bryar *Cross,850-141-6907,MN,90157,N,687.6,18,65,N,31,10
68766,58767,?,31782 North China Ave.,Woonsocket,USA,685143,Adrian@habitant.org,Inez *Chen,115-271-6011,WV,22809,N,246.5,3,42.4,N,87,7
68767,58768,?,55611 West Madagascar St.,La Verne,USA,810891,Octavius@pellentesque.org,Kiona *Hurley,095-058-6249,IN,85574,N,142.3,19,62.7,N,17,3
68768,58769,?,24998  Culver City Way,Darlington,USA,866006,Brenden@pretium.us,Noel *Hendrix,092-423-9971,ID,22462,N,167.8,15,109.3,Y,47,11
68769,58770,?,52678 East Cedar Falls Way,Frederick,USA,371361,Matthew@Duis.us,Blossom *Richard,513-793-5750,IL,79127,Y,923,19,22.5,N,51,13
68770,58771,?,87604 South Coatesville Ave.,Rock Island,USA,708589,Heidi@taciti.us,Tucker *Hall,882-786-1297,SD,45976,Y,541.2,1,40.2,Y,3,8
68771,58772,?,96281 South Hungary Ln.,Santa Fe Springs,USA,679731,Quemby@sollicitudin.edu,Wesley *Garcia,283-521-8115,ME,46840,N,172.9,20,92.1,N,100,14
68772,58773,?,43114 East Azerbaijan Ave.,East St. Louis,USA,211288,Colt@ante.net,Deacon *Velazquez,303-353-1503,HI,5231,Y,340.2,18,41.6,Y,19,15
68773,58774,?,87816 South Panama Blvd.,Malden,USA,49339,Kasimir@hendrerit.gov,Moana *Griffin,764-527-5586,NM,37948,N,524,8,91.6,Y,19,12
68774,58775,?,28805 South Kiribati Blvd.,Rohnert Park,USA,197389,Dawn@egestas.us,Burton *Murphy,069-063-0064,CO,65440,N,599.6,16,97.8,Y,97,23
68775,58776,?,49082  Suriname Blvd.,Alhambra,USA,989579,David@Quisque.org,Palmer *Leon,970-489-8531,OK,13433,Y,981,11,56.2,Y,61,9
68776,58777,?,82350  Monterey Park Ct.,Bradbury,USA,995018,Curran@nascetur.net,Jerome *Avila,821-565-6794,NH,6068,N,590.4,14,58.4,Y,89,14
68777,58778,?,87407 South Asbury Park Ct.,Detroit,USA,295328,Leandra@lorem.edu,Baxter *Workman,620-063-1686,AK,6644,Y,12.9,7,31.1,N,65,16
68778,58779,?,41917 South Cocos (Keeling) Islands Ave.,Port Jervis,USA,732211,Inez@et.net,Graiden *Gallagher,498-004-8023,NC,52871,Y,452.5,1,103.4,Y,29,16
68779,58780,?,96322 East South Africa Blvd.,Christiansted,USA,765917,Iliana@in.net,Cullen *Clayton,690-709-8104,MN,57138,N,351,10,68.6,N,81,12
68780,58781,?,38190 East Uzbekistan St.,Kenner,USA,144278,Aimee@magnis.net,Libby *Hardin,530-129-5682,PA,91680,Y,783.5,20,34.3,Y,15,0
68781,58782,?,34102 South Slovenia Blvd.,Aspen,USA,418517,Riley@elit.org,Martha *Ruiz,772-293-3253,NJ,40197,Y,994.2,11,76.7,N,81,0
68782,58783,?,9259 South Bangladesh Blvd.,Salisbury,USA,629992,Chava@volutpat.us,Emerald *Odom,487-552-2612,KS,90288,Y,685.1,17,43.2,N,2,17
68783,58784,?,44106 West France Ct.,Midwest City,USA,508523,Adrian@pharetra.com,Adrian *Odonnell,317-970-8950,KS,33840,Y,921.5,20,70,N,92,9
68784,58785,?,11818 East Denmark St.,Powell,USA,359104,Mason@id.us,Candace *Goodwin,808-596-9056,FL,55439,N,766.8,1,107.7,N,50,6
68785,58786,?,68153 North Half Moon Bay Ln.,Yigo,USA,970259,Autumn@Aenean.com,Tanek *Wolf,131-086-8750,AZ,26626,Y,11.1,15,72.3,Y,27,0
68786,58787,?,63119 South Namibia St.,Valdez,USA,759512,Mira@vel.us,Baker *Rodriquez,938-831-0184,CT,26005,Y,605.7,16,63.8,Y,90,7
68787,58788,?,35366 North Comoros Ct.,Catskill,USA,635066,Glenna@laoreet.net,Dieter *Heath,385-125-1304,LA,41081,N,667.1,20,21.4,Y,38,8
68788,58789,?,84803 East Guyana Ct.,Edina,USA,499655,Zephania@iaculis.org,Melodie *Rodriguez,318-508-0701,MA,51038,N,164.4,11,105.2,Y,33,5
68789,58790,?,42713  Somalia St.,Catskill,USA,287007,Paula@imperdiet.edu,Clark *Holland,809-801-7522,NJ,43074,N,652.5,10,25.7,N,56,19
68790,58791,?,14942 East Djibouti Ct.,Washington,USA,263973,Hedley@faucibus.org,Macey *Arnold,709-365-5564,DE,3371,Y,665,9,59.6,N,1,2
68791,58792,?,94090 East Fountain Valley Ave.,Murrieta,USA,577048,Cherokee@ultrices.us,Faith *Hansen,581-182-8564,IL,84006,N,629.8,15,22.8,Y,67,12
68792,58793,?,99367 South Azerbaijan Blvd.,Newburyport,USA,732282,Ivana@tincidunt.us,Pandora *Randolph,301-184-4602,LA,49508,Y,420.7,16,91.7,Y,9,14
68793,58794,?,60263 North Netherlands Antilles Blvd.,Salinas,USA,117014,Vielka@dictum.net,Rina *Fitzpatrick,118-500-2197,NE,94665,N,908.6,1,89.9,N,64,20
68794,58795,?,8096 West Atlanta Blvd.,Norton,USA,849355,Anjolie@eu.gov,Beck *Joseph,662-935-1809,LA,23511,N,124.6,5,84.2,Y,56,2
68795,58796,?,98737 West Macao Way,Plymouth,USA,196435,Gareth@scelerisque.com,Hyatt *Austin,162-462-4528,PA,28859,Y,900,10,56.5,Y,43,0
68796,58797,?,11973 West Andorra Way,East Hartford,USA,351349,Jade@Duis.edu,Latifah *Rose,717-977-6813,AZ,44797,N,94.7,16,44.5,Y,77,2
68797,58798,?,96097 South Grenada St.,Oneonta,USA,628652,Pamela@sociosqu.gov,Luke *Banks,775-874-8646,AK,41165,Y,778.2,8,68.8,N,69,10
68798,58799,?,43794 West Gloversville Blvd.,Rocky Mount,USA,202776,Phillip@posuere.us,Gareth *Flynn,537-619-5739,SC,98530,N,976.7,6,88.8,N,97,11
68799,58800,?,10973 South Columbus Ln.,Beckley,USA,871516,Ferris@Vivamus.us,Yasir *Montoya,842-501-3419,OK,14195,N,848.7,20,55.7,Y,87,2
68800,58801,?,66932 South Gabon Ct.,El Monte,USA,390868,Keane@Nam.edu,Harding *Gomez,450-613-6008,VA,40852,N,403.5,3,53.6,Y,55,6
68801,58802,?,78828 South Brunswick St.,Passaic,USA,239383,Maxwell@aliquet.net,Judith *Pratt,251-661-8539,NM,45608,Y,124.5,18,48,Y,8,17
68802,58803,?,76023 North Beverly Hills Ave.,Plattsburgh,USA,214328,Travis@placerat.org,Caldwell *Luna,523-163-1752,OH,3014,N,112,18,83.4,N,20,2
68803,58804,?,42304 West Angola Ln.,Orem,USA,404895,Jacob@orci.net,Bruce *Meadows,938-466-5565,TN,12868,N,608.1,16,97.7,N,36,22
68804,58805,?,62639 North Tunisia Blvd.,Torrance,USA,772281,Zia@dignissim.us,Isabelle *Blair,589-468-5953,IA,3527,N,16.6,16,46,Y,81,8
68805,58806,?,18906  Peoria Ave.,Waterloo,USA,513362,Yuli@Class.us,Grady *Cotton,449-563-7001,NH,75717,Y,781.8,17,51.1,N,69,2
68806,58807,?,8484 North Oxnard Way,Middlebury,USA,338338,Aphrodite@sociosqu.edu,Zia *Burnett,076-969-7305,OK,81006,N,739.7,14,24.4,N,33,21
68807,58808,?,1903 East French Guiana Blvd.,Kahului,USA,233204,Chadwick@bibendum.edu,Danielle *Hansen,731-836-1638,KS,31212,N,803.8,8,22.6,Y,38,8
68808,58809,?,49165 South Dominican Republic Way,Commerce,USA,49438,Raphael@inceptos.edu,Faith *Dodson,246-210-8864,UT,13913,Y,99.8,2,35.6,N,29,8
68809,58810,?,83169 West Antigua and Barbuda Way,Corry,USA,850593,Gannon@condimentum.org,Dominique *Sargent,304-044-0643,NJ,40156,N,912.1,7,20.7,N,35,8
68810,58811,?,88922 South Hong Kong Way,Attleboro,USA,49449,Basil@hymenaeos.com,Joel *Burns,215-635-0826,NH,56035,N,55.7,12,26.8,N,38,13
68811,58812,?,96991 South Congo Way,Bozeman,USA,399643,Elmo@tempus.org,Rana *Valenzuela,690-284-0017,TX,2224,N,535.6,18,76.6,Y,61,21
68812,58813,?,13376 West Cheyenne Way,Lubbock,USA,466613,Aileen@euismod.gov,Kuame *Deleon,352-166-2803,LA,2697,Y,608.9,6,98,N,56,14
68813,58814,?,76950 South Bulgaria Way,Las Vegas,USA,49462,TaShya@Praesent.net,Hedley *Ruiz,025-344-6682,NV,89102,N,611.3,13,23.9,N,69,15
68814,58815,?,7509 North Kuwait Ln.,Crown Point,USA,652947,Xena@ligula.edu,Cassandra *Mcneil,150-918-1135,UT,53719,Y,161.8,16,101.7,Y,37,20
68815,58816,?,67866 South Afghanistan Ave.,El Segundo,USA,395805,Upton@Nam.us,Scott *Kennedy,241-290-6965,WY,42891,N,609.5,15,80.7,Y,34,7
68816,58817,?,63438 North Guam Ct.,Odessa,USA,831692,Brian@cubilia.edu,Owen *Miranda,912-839-2556,OK,58144,Y,834,1,69.9,N,69,6
68817,58818,?,70403 East Liechtenstein St.,Grand Rapids,USA,565281,Angelica@pede.gov,Shad *Gibbs,998-469-4466,KY,48243,Y,765.5,10,83.6,Y,8,8
68818,58819,?,7352 South San Marino Ln.,Waltham,USA,712046,Dylan@penatibus.edu,Castor *Carroll,676-626-6729,ME,55871,N,234.8,18,17.7,N,68,14
68819,58820,?,90535 North Kuwait Ave.,Tok,USA,905316,Rebecca@Mauris.gov,Alfreda *Benjamin,241-202-6633,CT,92989,Y,18.7,15,23.7,Y,10,23
68820,58821,?,67791 South Costa Rica Ln.,Elizabeth City,USA,657048,Phelan@hendrerit.gov,Dennis *Aguirre,822-516-2285,MI,65218,Y,193.2,7,74,N,24,6
68821,58822,?,89586 North United States Ln.,Phenix City,USA,776878,Rogan@arcu.net,Colleen *Parker,715-902-4462,TX,93568,N,158,13,34.4,Y,93,8
68822,58823,?,47064 East Chester Way,Long Beach,USA,755174,Lawrence@aptent.net,Chava *Nicholson,865-814-7676,ID,38251,N,945.1,11,88.9,N,59,10
68823,58824,?,67402 East Portugal St.,Shelton,USA,657298,Grant@condimentum.org,Jason *Stanley,275-847-5633,DE,14300,Y,675.4,11,81.3,N,53,18
68824,58825,?,16601 North China Blvd.,Geneva,USA,292327,Sebastian@amet.net,Kenyon *Hampton,359-517-4263,MI,93544,Y,276.7,11,68.8,Y,43,12
68825,58826,?,66231 South Cleveland Ct.,Gulfport,USA,511556,Chester@risus.gov,Orson *Harris,171-508-9345,NE,92232,N,825.3,1,103.8,N,17,10
68826,58827,?,29969 South Costa Rica Way,Murrieta,USA,686934,Doris@Suspendisse.net,Blaze *Long,928-407-3200,KS,45978,Y,126,19,87,N,14,9
68827,58828,?,67006  Cape Verde Ct.,Thibodaux,USA,708916,Upton@est.net,Clarke *Turner,498-553-0511,TN,4034,Y,392.1,19,58.9,Y,58,7
68828,58829,?,48530  Israel Blvd.,Ann Arbor,USA,864836,Zephania@massa.com,Aquila *Edwards,745-959-8739,IA,54499,Y,140.5,18,23.1,Y,62,6
68829,58830,?,74865 West Seychelles Ln.,Waterloo,USA,616776,Axel@sed.edu,Natalie *Alvarado,633-309-7389,RI,39859,Y,663.6,19,17.4,Y,6,23
68830,58831,?,37052 East Fort Lauderdale Ln.,Livonia,USA,733408,Micah@facilisis.edu,Shad *Larson,165-602-5748,MA,12093,N,692.3,4,77.8,Y,16,2
68831,58832,?,39852 East Algeria Blvd.,Kalispell,USA,523029,Leslie@Pellentesque.com,Magee *Rivas,658-980-7430,OK,65043,Y,112.8,17,60.6,Y,82,1
68832,58833,?,51101 East Maldives Ln.,Opelousas,USA,879105,Luke@nisi.edu,Jorden *Summers,403-765-7484,WI,25652,N,850.5,19,15.8,Y,96,18
68833,58834,?,53908 South San Marino Ln.,Lexington,USA,968785,Vivian@lacinia.edu,Blossom *Le,551-503-2983,ND,3473,Y,285.3,4,30.7,Y,17,0
68834,58835,?,80370 West Armenia Way,Fall River,USA,754310,Igor@pharetra.gov,Patricia *Walton,636-720-9667,OK,62562,N,809.8,2,84.5,N,64,22
68835,58836,?,87991  Albania Blvd.,Rohnert Park,USA,93491,Myra@mauris.gov,Lysandra *Mcfadden,453-901-3691,MT,29545,Y,394.9,6,82.1,Y,11,4
68836,58837,?,24885 South Gainesville Ln.,Hot Springs,USA,641151,Jelani@mus.org,Alexandra *Winters,835-006-8596,NM,43665,Y,276.7,11,60.7,Y,41,5
68837,58838,?,33875 East Palo Alto Ave.,Walla Walla,USA,49518,Clarke@faucibus.us,Aidan *Valentine,116-351-9276,FL,46375,N,125.6,1,84.8,Y,65,10
68838,58839,?,34043 South Bouvet Island Blvd.,Huntington Beach,USA,761621,Arden@facilisi.net,Yoshio *Cortez,094-037-1269,TN,32278,Y,313.3,1,73.9,Y,28,14
68839,58840,?,12761 North Baton Rouge Ct.,Stanton,USA,848433,Levi@morbi.gov,Ferris *Wilson,485-072-8299,CA,48814,Y,140.5,15,29.9,Y,53,3
68840,58841,?,2666 East Syrian Arab Republic Ave.,Easthampton,USA,845973,Alan@Integer.gov,Chadwick *Cervantes,596-492-1227,OR,30905,Y,136.8,18,56.1,N,88,18
68841,58842,?,106 East Hot Springs St.,Crown Point,USA,93148,Alan@convallis.edu,Bradley *Ramos,639-460-7734,GA,35582,N,798.6,1,87,Y,74,9
68842,58843,?,45680 South Cranston Ave.,Fremont,USA,299997,Russell@enim.edu,Emerson *Lyons,080-521-2254,NH,36373,N,376.7,10,69.4,N,33,21
68843,58844,?,95544 North American Samoa Way,Chino Hills,USA,49534,Simon@erat.edu,Aladdin *Lloyd,209-959-5617,OH,81855,Y,577.5,12,63.9,Y,43,22
68844,58845,?,57752  South Georgia and The South Sandwich Islands Ave.,Bowie,USA,342376,Travis@Mauris.edu,Gail *Rush,596-964-9617,AL,95517,N,289.9,1,59.5,N,71,3
68845,58846,?,74885 West Bangladesh Blvd.,Palo Alto,USA,719034,Clio@arcu.gov,Troy *Herrera,354-043-2732,MO,59873,Y,704,3,17.3,Y,54,1
68846,58847,?,93167 North Costa Rica Ln.,Madison,USA,780412,Hall@accumsan.com,Cairo *Ware,679-188-3197,GA,84333,N,431.1,1,87.5,Y,63,19
68847,58848,?,85672 West Rwanda Ct.,Vacaville,USA,49541,Meghan@a.net,Eleanor *Gibson,717-216-1431,DC,6788,Y,491.4,2,66.5,N,89,8
68848,58849,?,99507 North Afghanistan Ave.,Visalia,USA,378408,Lamar@vehicula.net,Kareem *Roberson,295-377-1986,HI,31754,N,281.4,6,87.2,Y,34,3
68849,58850,?,62725 South Lynn Ave.,Rohnert Park,USA,90029,Byron@mi.org,Calvin *Nixon,124-625-6247,MN,9601,Y,883.6,7,58.8,Y,1,11
68850,58851,?,6501 East Montgomery Ln.,Duquesne,USA,389042,Christen@tempus.gov,Ulric *Sampson,070-148-6535,NJ,24156,Y,333.8,15,100.6,N,98,16
68851,58852,?,3905 South Austin Ln.,Port Jervis,USA,184444,Walter@vel.net,Cade *Contreras,800-591-4927,AK,58099,Y,706.8,4,35.9,Y,33,15
